order_id,order_date,region,plan,amount_eur,seats
ORD-001010,2025-02-14,EMEA,enterprise,467.3,38
ORD-001011,2025-02-15,AMER,enterprise,74.13,33
ORD-001012,2025-02-16,AMER,pro,795.42,34
ORD-001013,2025-02-17,EMEA,free,618.43,8
ORD-001014,2025-02-18,AMER,pro,381.08,19
ORD-001015,2025-02-19,APAC,free,452.21,19
ORD-001016,2025-02-20,APAC,free,665.99,24
ORD-001017,2025-02-21,AMER,enterprise,460.44,21
ORD-001018,2025-02-22,EMEA,enterprise,277.36,25
ORD-001019,2025-02-23,AMER,free,727.27,21
ORD-001020,2025-02-24,AMER,free,436.89,39
ORD-001021,2025-02-25,APAC,pro,328.23,30
ORD-001022,2025-02-26,AMER,pro,806.88,33
ORD-001023,2025-02-27,APAC,free,811.38,9
ORD-001024,2025-02-28,EMEA,free,196.55,22
ORD-001025,2025-03-01,EMEA,enterprise,439.03,9
ORD-001026,2025-03-02,AMER,enterprise,599.09,15
ORD-001027,2025-03-03,EMEA,pro,623.57,21
ORD-001028,2025-03-04,APAC,free,751.84,14
ORD-001029,2025-03-05,AMER,pro,811.62,16
ORD-001030,2025-03-06,AMER,pro,148.8,2
ORD-001031,2025-03-07,AMER,free,65.39,19
ORD-001032,2025-03-08,APAC,enterprise,882.98,10
ORD-001033,2025-03-09,AMER,enterprise,587.12,15
ORD-001034,2025-03-10,AMER,enterprise,158.76,16
ORD-001035,2025-03-11,EMEA,free,54.57,36
ORD-001036,2025-03-12,AMER,free,206.76,12
ORD-001037,2025-03-13,EMEA,free,271.45,5
ORD-001038,2025-03-14,EMEA,enterprise,143.65,25
ORD-001039,2025-03-15,AMER,pro,106.79,1
ORD-001040,2025-03-16,AMER,pro,722.63,22
ORD-001041,2025-03-17,AMER,free,53.26,36
ORD-001042,2025-03-18,AMER,free,466.18,13
ORD-001043,2025-03-19,APAC,pro,626.23,8
ORD-001044,2025-03-20,EMEA,free,658.55,3
ORD-001045,2025-03-21,AMER,pro,662.34,11
ORD-001046,2025-03-22,AMER,enterprise,836.16,2
ORD-001047,2025-03-23,EMEA,pro,57.74,24
ORD-001048,2025-03-24,AMER,pro,28.17,37
ORD-001049,2025-03-25,APAC,enterprise,133.68,27
ORD-001050,2025-03-26,AMER,enterprise,473.8,32
ORD-001051,2025-03-27,EMEA,free,501.62,27
ORD-001052,2025-03-28,EMEA,pro,730.32,2
ORD-001053,2025-03-29,EMEA,pro,722.15,14
ORD-001054,2025-03-30,AMER,pro,217.52,33
ORD-001055,2025-03-31,EMEA,free,473.88,7
ORD-001056,2025-04-01,APAC,pro,167.79,39
ORD-001057,2025-04-02,APAC,enterprise,101.53,8
ORD-001058,2025-04-03,EMEA,enterprise,180.83,20
ORD-001059,2025-04-04,AMER,free,684.92,37
ORD-001060,2025-04-05,AMER,enterprise,137.84,10
ORD-001061,2025-04-06,AMER,enterprise,545.74,13
ORD-001062,2025-04-07,EMEA,pro,640.65,39
ORD-001063,2025-04-08,APAC,pro,899.56,20
ORD-001064,2025-04-09,AMER,pro,820.48,6
ORD-001065,2025-04-10,APAC,free,31.66,21
ORD-001066,2025-04-11,AMER,free,268.14,6
ORD-001067,2025-04-12,EMEA,enterprise,540.87,8
ORD-001068,2025-04-13,AMER,enterprise,321.41,14
ORD-001069,2025-04-14,EMEA,free,213.22,27
ORD-001070,2025-04-15,EMEA,enterprise,328.59,36
ORD-001071,2025-04-16,EMEA,pro,395.63,1
ORD-001072,2025-04-17,EMEA,pro,73.6,8
ORD-001073,2025-04-18,EMEA,free,120.71,20
ORD-001074,2025-04-19,AMER,enterprise,304.91,16
ORD-001075,2025-04-20,EMEA,enterprise,117.21,13
ORD-001076,2025-04-21,APAC,free,101.16,31
ORD-001077,2025-04-22,AMER,pro,721.46,4
ORD-001078,2025-04-23,AMER,free,89.01,38
ORD-001079,2025-04-24,AMER,enterprise,865.27,26
ORD-001080,2025-04-25,EMEA,free,494.83,23
ORD-001081,2025-04-26,APAC,enterprise,41.71,30
ORD-001082,2025-04-27,APAC,enterprise,404.25,34
ORD-001083,2025-04-28,AMER,pro,69.08,26
ORD-001084,2025-04-29,EMEA,pro,135.37,7
ORD-001085,2025-04-30,APAC,enterprise,526.46,18
ORD-001086,2025-05-01,APAC,enterprise,30.28,4
ORD-001087,2025-05-02,AMER,enterprise,195.66,40
ORD-001088,2025-05-03,EMEA,free,519.08,12
ORD-001089,2025-05-04,APAC,pro,837.61,8
ORD-001090,2025-05-05,EMEA,free,107.65,23
ORD-001091,2025-05-06,AMER,free,847.99,29
ORD-001092,2025-05-07,EMEA,free,186.07,21
ORD-001093,2025-05-08,APAC,free,28.71,1
ORD-001094,2025-05-09,AMER,pro,553.63,27
ORD-001095,2025-05-10,EMEA,enterprise,326.97,14
ORD-001096,2025-05-11,APAC,free,741.37,29
ORD-001097,2025-05-12,APAC,pro,568.45,15
ORD-001098,2025-05-13,EMEA,enterprise,266.16,12
ORD-001099,2025-05-14,APAC,pro,503.74,31
ORD-001100,2025-05-15,AMER,enterprise,810.22,29
ORD-001101,2025-05-16,APAC,free,24.39,20
ORD-001102,2025-05-17,EMEA,free,373.06,22
ORD-001103,2025-05-18,APAC,pro,667.25,10
ORD-001104,2025-05-19,AMER,pro,389.11,34
ORD-001105,2025-05-20,EMEA,enterprise,758.76,23
ORD-001106,2025-05-21,EMEA,pro,314.41,27
ORD-001107,2025-05-22,AMER,pro,631.64,36
ORD-001108,2025-05-23,EMEA,free,537.46,4
ORD-001109,2025-05-24,EMEA,free,835.75,25
ORD-001110,2025-05-25,AMER,free,771.08,24
ORD-001111,2025-05-26,EMEA,enterprise,246.5,38
ORD-001112,2025-05-27,EMEA,free,580.49,1
ORD-001113,2025-05-28,AMER,enterprise,724.0,7
ORD-001114,2025-05-29,APAC,pro,313.0,23
ORD-001115,2025-05-30,APAC,enterprise,450.75,13
ORD-001116,2025-05-31,APAC,enterprise,764.16,15
ORD-001117,2025-06-01,APAC,pro,338.29,8
ORD-001118,2025-06-02,APAC,free,742.67,32
ORD-001119,2025-06-03,EMEA,pro,580.16,39
ORD-001120,2025-06-04,AMER,pro,509.42,5
ORD-001121,2025-06-05,EMEA,enterprise,682.72,34
ORD-001122,2025-06-06,AMER,free,561.24,3
ORD-001123,2025-06-07,APAC,free,260.34,24
ORD-001124,2025-06-08,EMEA,free,716.21,21
ORD-001125,2025-06-09,APAC,enterprise,837.61,2
ORD-001126,2025-06-10,EMEA,free,292.63,21
ORD-001127,2025-06-11,EMEA,free,613.04,16
ORD-001128,2025-06-12,EMEA,pro,390.75,12
ORD-001129,2025-06-13,EMEA,pro,233.92,37
ORD-001130,2025-06-14,AMER,free,102.72,9
ORD-001131,2025-06-15,EMEA,enterprise,835.02,31
ORD-001132,2025-06-16,EMEA,free,880.68,14
ORD-001133,2025-06-17,AMER,pro,880.21,20
ORD-001134,2025-06-18,AMER,pro,543.58,34
ORD-001135,2025-06-19,EMEA,enterprise,64.38,1
ORD-001136,2025-06-20,EMEA,pro,113.39,40
ORD-001137,2025-06-21,AMER,free,399.71,4
ORD-001138,2025-06-22,AMER,pro,864.1,38
ORD-001139,2025-06-23,AMER,pro,877.46,22
ORD-001140,2025-06-24,APAC,free,261.51,22
ORD-001141,2025-06-25,EMEA,enterprise,832.52,4
ORD-001142,2025-06-26,AMER,enterprise,855.0,39
ORD-001143,2025-06-27,EMEA,enterprise,73.15,23
ORD-001144,2025-06-28,EMEA,free,89.35,19
ORD-001145,2025-06-29,APAC,pro,129.74,36
ORD-001146,2025-06-30,EMEA,pro,416.51,22
ORD-001147,2025-07-01,APAC,enterprise,612.27,36
ORD-001148,2025-07-02,APAC,pro,417.14,28
ORD-001149,2025-07-03,EMEA,pro,315.73,4
ORD-001150,2025-07-04,APAC,pro,695.59,14
ORD-001151,2025-07-05,EMEA,free,173.19,18
ORD-001152,2025-07-06,EMEA,pro,425.14,5
ORD-001153,2025-07-07,AMER,enterprise,302.49,9
ORD-001154,2025-07-08,APAC,free,402.25,18
ORD-001155,2025-07-09,AMER,pro,598.36,10
ORD-001156,2025-07-10,AMER,enterprise,279.01,4
ORD-001157,2025-07-11,AMER,enterprise,651.48,6
ORD-001158,2025-07-12,APAC,pro,35.23,9
ORD-001159,2025-07-13,EMEA,free,507.92,34
ORD-001160,2025-07-14,EMEA,free,872.27,31
ORD-001161,2025-07-15,EMEA,pro,51.83,39
ORD-001162,2025-07-16,EMEA,pro,597.08,33
ORD-001163,2025-07-17,APAC,enterprise,223.3,10
ORD-001164,2025-07-18,AMER,pro,122.46,8
ORD-001165,2025-07-19,APAC,pro,830.3,26
ORD-001166,2025-07-20,EMEA,enterprise,215.17,4
ORD-001167,2025-07-21,APAC,enterprise,660.19,3
ORD-001168,2025-07-22,AMER,pro,523.33,21
ORD-001169,2025-07-23,APAC,pro,619.85,1
ORD-001170,2025-07-24,APAC,free,483.02,31
ORD-001171,2025-07-25,APAC,pro,681.96,26
ORD-001172,2025-07-26,APAC,enterprise,594.03,10
ORD-001173,2025-07-27,APAC,free,462.66,10
ORD-001174,2025-07-28,APAC,free,255.02,37
ORD-001175,2025-07-29,EMEA,pro,882.43,38
ORD-001176,2025-07-30,APAC,pro,45.34,16
ORD-001177,2025-07-31,AMER,pro,849.18,10
ORD-001178,2025-08-01,EMEA,free,446.85,18
ORD-001179,2025-08-02,AMER,pro,625.53,34
ORD-001180,2025-08-03,EMEA,pro,568.02,6
ORD-001181,2025-08-04,APAC,enterprise,641.98,35
ORD-001182,2025-08-05,APAC,pro,329.41,2
ORD-001183,2025-08-06,EMEA,pro,592.09,1
ORD-001184,2025-08-07,APAC,free,412.55,30
ORD-001185,2025-08-08,AMER,pro,893.66,8
ORD-001186,2025-08-09,EMEA,pro,629.15,22
ORD-001187,2025-08-10,EMEA,pro,258.02,40
ORD-001188,2025-08-11,APAC,pro,278.24,37
ORD-001189,2025-08-12,EMEA,pro,538.54,11
ORD-001190,2025-08-13,APAC,free,341.66,25
ORD-001191,2025-08-14,EMEA,enterprise,411.37,19
ORD-001192,2025-08-15,AMER,enterprise,484.72,5
ORD-001193,2025-08-16,AMER,free,36.8,28
ORD-001194,2025-08-17,APAC,pro,137.78,28
ORD-001195,2025-08-18,EMEA,pro,427.51,5
ORD-001196,2025-08-19,APAC,enterprise,586.01,9
ORD-001197,2025-08-20,APAC,enterprise,153.34,2
ORD-001198,2025-08-21,APAC,free,826.49,10
ORD-001199,2025-08-22,AMER,free,690.94,5
